Number of Nodes,Brushfire mean,NNs mean,Mean distance,Mean minimun distance,Class
21.0,20.047619047619047,2.1904761904761907,100.2721149894561,31.49652453132943,0.0
65.0,19.276923076923076,2.076923076923077,178.53388664591165,23.238537613103006,0.0
14.0,20.428571428571427,2.142857142857143,78.59932822756721,29.089965372618366,0.0
30.0,15.9,2.033333333333333,97.30413866946813,21.476139278789155,0.0
29.0,19.655172413793103,2.0689655172413794,85.78078611525245,23.12538359271988,0.0
15.0,18.666666666666668,2.066666666666667,70.81251872640074,28.09006446895645,0.0
