Number of Nodes,Brushfire mean,Standard deviation of Brushfire,NNs mean,Mean distance,Mean minimun distance,Class
2.0,180.0,0.0,2.5,40.049968789001575,40.049968789001575,0.0
3.0,169.33333333333334,92.16048803883125,1.6666666666666667,265.2760032136467,166.27779527654386,0.0
5.0,175.8,1.1661903789690602,3.0,2.6211262478832884,1.0,0.0
2.0,170.5,0.5,1.5,18.0,18.0,0.0
3.0,282.3333333333333,0.4714045207910317,1.6666666666666667,11.3535353026026,6.010406513960466,0.0
23.0,166.56521739130434,81.9495210941555,2.4347826086956523,496.4638989647216,33.13093637534386,0.0
3.0,129.33333333333334,0.4714045207910317,1.6666666666666667,16.735909237078207,10.42349941171308,0.0
2.0,207.5,0.5,1.5,42.01190307520001,42.01190307520001,0.0
2.0,207.5,0.5,1.5,42.01190307520001,42.01190307520001,0.0
10.0,186.3,64.28693490904664,2.6,143.58182484423105,24.800209204105307,0.0
2.0,150.0,1.0,1.5,47.0,47.0,0.0
4.0,86.25,33.25187964611926,1.75,92.09523973975354,16.00806241927082,0.0
26.0,79.46153846153847,40.38490842384525,2.4615384615384617,481.21785390781605,35.40622267915468,0.0
2.0,150.5,0.5,1.5,49.01020301937138,49.01020301937138,0.0
2.0,149.5,0.5,1.5,49.01020301937138,49.01020301937138,0.0
8.0,122.375,21.14791656404952,2.125,84.30229805582051,36.63515668856809,0.0
1.0,51.0,0.0,1.0,218.78985351245154,218.78985351245154,0.0
1.0,99.0,0.0,1.0,112.27199116431488,112.27199116431488,0.0
13.0,253.6153846153846,51.97268285660853,2.4615384615384617,141.44768170618713,42.08585674877785,0.0
3.0,137.0,66.46803743153546,2.0,167.86614185574481,95.68086560949939,0.0
6.0,278.6666666666667,1.5986105077709065,2.8333333333333335,3.566743601398712,1.0,0.0
6.0,93.83333333333333,46.6097867643934,2.6666666666666665,110.09874785368356,34.32658442886162,0.0
5.0,185.6,72.30103733695665,2.4,110.74603235891405,55.79531228540363,0.0
5.0,51.8,28.749956521706256,2.0,174.01487883725008,55.46758035702703,0.0
26.0,66.0,41.186256109383045,2.576923076923077,178.51932929293017,29.619836760665578,0.0
4.0,38.75,35.25177300505607,1.75,110.74817220392656,51.05937104039171,0.0
6.0,131.83333333333334,0.3726779962499649,2.3333333333333335,54.12011288668282,24.208323757094856,0.0
3.0,150.33333333333334,0.4714045207910317,1.6666666666666667,126.66931685305718,94.6702126656321,0.0
4.0,131.5,0.5,2.75,62.40640645196308,31.50101624336991,0.0
3.0,189.0,43.825411197918804,1.6666666666666667,95.69641250721219,56.8049589980346,0.0
7.0,194.85714285714286,1.2453996981544782,2.4285714285714284,19.955636855430104,3.857142857142857,0.0
7.0,40.0,1.0690449676496976,1.8571428571428572,108.87627616125076,28.033071295066236,1.0
2.0,231.0,0.0,1.5,30.01666203960727,30.01666203960727,0.0
6.0,134.66666666666666,0.4714045207910317,2.1666666666666665,68.43455679102708,24.669117514559073,0.0
9.0,110.44444444444444,65.93786824834271,2.4444444444444446,119.42960583483465,7.322757594139525,0.0
4.0,94.75,22.37604746151563,1.75,83.16894009774349,50.2413054702435,0.0
5.0,77.0,0.6324555320336759,2.8,45.398452867537905,21.427672750129613,1.0
4.0,118.25,31.251999936004097,1.75,89.47040700318466,16.50781059358212,0.0
5.0,178.2,45.88856066603092,1.8,94.05445367833443,10.171929333325517,0.0
6.0,72.66666666666667,9.3392838174146,2.5,24.851125881469923,12.885336380143691,0.0
9.0,181.77777777777777,76.03037079977065,2.3333333333333335,225.4824809804857,102.29838902362965,0.0
7.0,114.85714285714286,15.056356715720453,2.142857142857143,60.70646716534109,15.43489086925183,0.0
3.0,95.33333333333333,0.9428090415820634,2.3333333333333335,60.036017331713026,38.728287205316555,1.0
4.0,87.0,27.16615541441225,1.75,126.16609215914013,56.761146369156975,0.0
5.0,161.2,44.60224209610992,2.4,83.30747341291132,42.395541084682705,0.0
7.0,70.71428571428571,0.45175395145262565,2.142857142857143,39.03846937789425,13.152803478898099,1.0
3.0,97.33333333333333,0.9428090415820634,2.3333333333333335,60.70037779486018,40.05667236402594,1.0
12.0,161.25,83.99317928657462,2.25,243.5188983011232,57.488142593048394,0.0
6.0,75.33333333333333,0.4714045207910317,1.8333333333333333,47.20845510432696,12.51476232538837,1.0
5.0,164.4,44.706151701974974,2.4,82.18521235153078,41.82224684035776,0.0
2.0,129.5,0.5,1.5,35.0,35.0,0.0
17.0,107.94117647058823,44.78112862544733,2.2941176470588234,243.16163968268435,33.15884737279163,0.0
5.0,120.0,18.504053609952603,1.8,68.34902713722356,28.52998954077155,0.0
8.0,186.25,48.47615393159816,2.25,74.86277106153901,33.249550543750935,0.0
2.0,108.5,0.5,1.5,39.01281840626232,39.01281840626232,0.0
20.0,159.2,30.99774185323828,2.4,532.0995597889705,60.858502030095394,0.0
4.0,111.75,19.753164303473,1.75,239.34815767370037,90.50138887817232,0.0
2.0,185.5,0.5,1.5,126.00396819148197,126.00396819148197,0.0
2.0,192.5,63.5,1.5,222.50393254951697,222.50393254951697,0.0
7.0,157.0,64.95273006469507,2.5714285714285716,255.60483882567132,24.90641201316453,0.0
2.0,134.5,115.5,1.5,364.5339490363003,332.76697451815016,0.0
6.0,194.5,74.58943178046962,2.1666666666666665,119.4379958684987,49.51974875293928,0.0
3.0,180.33333333333334,0.4714045207910317,1.6666666666666667,43.368903788724275,23.399346342395187,0.0
4.0,150.0,1.0,2.5,94.85972088988495,32.06200307686835,0.0
2.0,249.5,0.5,1.5,100.00499987500625,100.00499987500625,0.0
6.0,65.83333333333333,31.819368664733467,2.3333333333333335,93.1498605469004,33.35152087195399,0.0
4.0,58.25,55.251131210139036,2.0,116.39332527465383,23.007760509493277,0.0
12.0,200.25,32.67548775458447,2.5833333333333335,121.48039889587739,24.878326694091083,0.0
5.0,132.2,83.64065996870183,2.2,166.31352267054785,19.293659115588238,0.0
2.0,71.0,44.0,1.5,178.73443988218946,178.73443988218946,0.0
5.0,158.6,0.4898979485566356,2.0,93.80492033193285,23.209086218218097,0.0
1.0,193.0,0.0,2.0,258.81460546112925,258.81460546112925,0.0
4.0,125.5,0.5,1.75,79.54013563573531,33.60977222864644,0.0
10.0,61.7,41.00987685911773,2.2,287.91073108212373,30.503114306595307,0.0
12.0,66.25,27.401718315949942,2.3333333333333335,187.45555518398706,30.668795615874334,1.0
7.0,107.71428571428571,1.0301575072754257,2.2857142857142856,145.03038966418364,49.00690993214835,0.0
9.0,182.55555555555554,98.8827713463564,2.2222222222222223,263.6038968726277,30.22262773182503,0.0
3.0,148.0,0.816496580927726,1.6666666666666667,227.3372471582004,168.00298129273327,0.0
9.0,41.55555555555556,0.8314794192830981,2.7777777777777777,226.6741244302276,51.89035131635842,1.0
6.0,301.8333333333333,94.66857392444913,2.8333333333333335,188.2929872563722,52.83405171079139,0.0
3.0,76.33333333333333,0.4714045207910317,1.6666666666666667,54.0,27.333333333333332,1.0
3.0,117.33333333333333,0.4714045207910317,1.6666666666666667,26.666666666666668,13.666666666666666,0.0
4.0,156.25,0.82915619758885,1.75,42.3666715397902,17.049509756796393,0.0
3.0,90.66666666666667,112.66568046905657,1.6666666666666667,302.3976602314728,123.73575295562877,0.0
7.0,105.42857142857143,47.07701029121522,2.0,264.0747033975147,127.6674914526583,0.0
13.0,145.92307692307693,84.4998511955554,2.4615384615384617,274.53776153772804,41.973584395133315,0.0
6.0,198.66666666666666,22.51419305435771,2.3333333333333335,193.78293288283078,48.5,0.0
3.0,111.33333333333333,0.4714045207910317,1.6666666666666667,11.3535353026026,6.010406513960466,0.0
7.0,67.71428571428571,14.2298909313588,2.2857142857142856,134.59061154162214,31.481451702258052,0.0
6.0,120.33333333333333,2.6246692913372702,1.8333333333333333,169.76411291089363,61.50856691887339,0.0
2.0,106.0,0.0,1.5,65.00769185258002,65.00769185258002,0.0
11.0,126.0,36.379314801883574,2.1818181818181817,440.3250093130695,73.1622352175773,0.0
7.0,172.28571428571428,71.65136682120544,2.142857142857143,202.88411736676028,90.97937317757415,0.0
2.0,188.5,0.5,1.5,130.00384609695206,130.00384609695206,0.0
9.0,155.66666666666666,65.23632253413567,2.111111111111111,123.19315385020302,51.80502831888881,0.0
4.0,188.75,0.4330127018922193,2.0,47.515563387944155,27.518181812228196,0.0
2.0,295.5,0.5,3.0,1.0,1.0,0.0
6.0,238.16666666666666,16.04594098899227,1.8333333333333333,110.16867048823661,32.36214137219799,0.0
8.0,69.5,4.387482193696061,2.75,230.11781949260558,28.677778460245282,1.0
2.0,150.0,0.0,1.5,161.0,161.0,0.0
7.0,200.14285714285714,31.08251033908928,2.142857142857143,79.89489353073036,13.858630790947316,0.0
7.0,185.28571428571428,103.30912597735053,2.142857142857143,328.3839472554236,82.76706485026956,0.0
2.0,207.5,0.5,2.0,54.00925846556311,54.00925846556311,0.0
3.0,91.33333333333333,0.4714045207910317,1.6666666666666667,107.33541017653108,54.001041656494344,1.0
5.0,177.4,73.81219411452284,2.0,162.63283244320147,24.005127362504926,0.0
5.0,197.6,18.347751905887545,2.4,129.08282571172822,29.349281654453556,0.0
3.0,162.33333333333334,103.29354072523391,2.0,247.74126680217842,166.0363225612707,0.0
8.0,138.75,52.05946119582875,2.5,189.3789703785811,39.519443571626795,0.0
3.0,218.33333333333334,0.4714045207910317,1.6666666666666667,20.677595626049637,10.67222067986909,0.0
3.0,65.33333333333333,30.169889330626027,2.0,61.38475831077977,8.783863774590614,0.0
10.0,128.5,18.543192821086667,2.6,37.70222251423788,1.7062257748298548,0.0
1.0,150.0,0.0,1.0,155.42522317822161,155.42522317822161,0.0
8.0,125.125,36.126297554551584,2.0,217.44150760293272,55.984528801462815,0.0
5.0,149.4,0.8,1.8,47.82407598812803,20.826156248168374,0.0
2.0,55.0,0.0,2.5,63.00793600809346,61.003968004046726,1.0
5.0,145.2,42.21563691335238,1.8,245.5059703540631,83.00666481584291,0.0
14.0,67.35714285714286,11.139422547595432,2.2142857142857144,104.60235207989373,20.729179228236426,0.0
19.0,102.36842105263158,55.4856174121924,2.1578947368421053,288.5617903251976,52.453270377979386,0.0
4.0,152.75,57.69477879323223,2.25,160.27138033513245,99.81240459649295,0.0
2.0,208.0,0.0,1.5,4.0,4.0,0.0
2.0,111.5,0.5,1.5,50.00999900019995,50.00999900019995,0.0
8.0,211.125,49.93104620373981,3.0,97.67685646745996,11.5,0.0
1.0,216.0,0.0,2.0,307.6117683054405,307.6117683054405,0.0
4.0,112.5,51.09549882328188,1.75,137.65315554478306,77.48998142473094,0.0
7.0,201.57142857142858,51.305408077113896,2.2857142857142856,224.1632061094851,33.57953105811458,0.0
7.0,96.42857142857143,37.328109449877594,2.142857142857143,104.71588624657072,47.80248958166887,0.0
6.0,123.33333333333333,4.422166387140534,1.8333333333333333,211.6666032124546,93.34731752143058,0.0
3.0,120.0,0.0,3.0,1.1380711874576983,1.0,0.0
3.0,228.33333333333334,0.4714045207910317,1.6666666666666667,24.009389670253807,12.338094266674398,0.0
3.0,68.33333333333333,0.4714045207910317,1.6666666666666667,48.004662004628564,24.335680634768977,1.0
3.0,244.33333333333334,4.714045207910316,2.0,24.921210943647136,12.800183148800864,0.0
7.0,177.42857142857142,80.05151402665152,2.2857142857142856,178.24802521745673,34.472419070139715,0.0
4.0,112.75,36.75170064092273,1.75,175.29240336742745,50.502499937503124,0.0
10.0,71.2,16.178998732925347,2.3,177.73009493777684,35.01160733378063,1.0
5.0,98.4,86.4698791487533,2.0,421.86758645438385,152.5050121058179,0.0
5.0,205.6,77.30614464581713,2.2,106.43610380483474,53.562138119533884,0.0
8.0,128.25,25.989180441098945,2.5,84.2727160324596,35.77622352954796,0.0
1.0,121.0,0.0,1.0,99.0,99.0,0.0
2.0,83.5,0.5,1.5,16.0312195418814,16.0312195418814,0.0
12.0,96.41666666666667,0.6400954789890507,2.8333333333333335,101.29871162387464,18.919794543025617,1.0
4.0,172.75,25.752427070084092,1.75,124.28896190317049,36.003520952153465,0.0
7.0,110.57142857142857,59.25455291212926,2.142857142857143,164.60693195738128,30.62393824284803,0.0
3.0,158.33333333333334,0.4714045207910317,1.6666666666666667,62.67023172904651,31.668458729563792,0.0
3.0,150.33333333333334,0.4714045207910317,1.6666666666666667,128.00694425607455,96.00520819205592,0.0
4.0,99.5,13.573871960498227,2.75,156.52479859542606,71.32619995437555,0.0
12.0,137.0,46.53672384973685,2.3333333333333335,202.9080042237388,45.902160596574795,1.0
23.0,269.8695652173913,83.81880267827535,2.5217391304347827,352.3596484758744,57.29027177546218,0.0
3.0,180.0,1.4142135623730951,1.6666666666666667,5.80419164764976,3.270083225302218,0.0
2.0,182.5,0.5,1.5,51.0098029794274,51.0098029794274,0.0
4.0,83.75,7.292976072907411,2.5,134.18734092865827,60.77135703202557,1.0
1.0,183.0,0.0,1.0,188.0026595556563,188.0026595556563,0.0
8.0,91.125,0.5994789404140899,2.125,52.03434808780923,11.754184079926006,0.0
2.0,248.0,0.0,2.0,1.0,1.0,0.0
2.0,220.0,0.0,2.0,1.0,1.0,0.0
6.0,215.33333333333334,73.07910478074807,2.3333333333333335,89.52173538857019,43.33627440804016,0.0
7.0,238.71428571428572,15.979578804696644,2.857142857142857,30.691610052851335,16.234811608495626,0.0
1.0,250.0,0.0,3.0,275.77164466275354,275.77164466275354,0.0
2.0,196.5,53.5,2.0,151.32745950421557,149.16543041270475,0.0
2.0,250.5,0.5,2.0,1.0,1.0,0.0
2.0,106.5,44.5,2.0,255.0,255.0,0.0
7.0,114.28571428571429,54.57292443723951,2.5714285714285716,96.24742143766795,7.857142857142857,0.0
2.0,150.5,0.5,1.5,38.01315561749642,38.01315561749642,0.0
9.0,205.44444444444446,53.89518863520835,2.6666666666666665,131.25410526348787,24.556089731243144,0.0
4.0,194.25,60.25103733546834,1.75,164.13383821986955,27.004716561397142,0.0
3.0,119.33333333333333,0.4714045207910317,1.6666666666666667,21.333333333333332,11.0,0.0
9.0,88.22222222222223,20.092993680925908,2.3333333333333335,192.78388688251164,42.088742501377254,1.0
3.0,100.33333333333333,0.4714045207910317,1.6666666666666667,34.00660065987578,17.336666333399982,1.0
1.0,191.0,0.0,1.0,217.70622407271685,217.70622407271685,0.0
9.0,92.0,54.644304369257,2.3333333333333335,278.35719801748314,56.50540353692553,0.0
5.0,106.2,0.4,1.8,241.8045749948588,45.214777739808696,0.0
6.0,55.166666666666664,0.6871842709362768,2.6666666666666665,18.874461468363243,7.8503769340606695,1.0
14.0,129.92857142857142,87.26598444305964,2.2142857142857144,446.5156344740677,79.20220720067898,0.0
2.0,120.5,0.5,1.5,33.015148038438355,33.015148038438355,0.0
4.0,141.25,0.82915619758885,1.75,53.94493135188018,24.302775637731994,0.0
8.0,123.0,40.518514286681345,2.25,168.30547464231992,48.703416583105685,0.0
5.0,249.6,0.4898979485566356,1.8,91.40658162384639,43.20661755214491,0.0
20.0,167.5,104.86872746438759,2.4,376.5785644391404,38.0011344909324,0.0
3.0,139.33333333333334,83.03145321034808,2.0,300.6825439877985,196.98457168429115,0.0
6.0,171.16666666666666,54.773523612132976,2.3333333333333335,115.71393166628665,15.300406488952243,0.0
6.0,92.33333333333333,56.049581225514565,1.8333333333333333,249.79559185922872,71.76016333998595,0.0
18.0,157.5,41.68832770292743,2.4444444444444446,311.5155169466844,41.583286232275796,0.0
8.0,209.625,53.78647018535423,2.125,75.89854125679314,33.88948147390055,0.0
8.0,130.5,38.855501540965854,2.25,319.5446633899354,71.4011402859017,0.0
4.0,137.5,1.118033988749895,1.75,156.50490507664696,70.26349517807961,0.0
6.0,100.33333333333333,0.74535599249993,2.5,117.35765888259584,40.722887643880476,1.0
2.0,109.0,41.0,1.5,187.3846311734236,187.3846311734236,0.0
25.0,94.84,23.1839254657187,2.44,401.47728693622696,37.004736784530955,1.0
1.0,249.0,0.0,1.0,323.45942558534296,323.45942558534296,0.0
6.0,232.33333333333334,39.058360891818744,2.1666666666666665,77.74706281886607,37.75022531815613,0.0
5.0,85.8,18.914544668059023,2.0,96.19682352620414,48.99185559952498,1.0
8.0,100.375,0.6959705453537527,2.75,162.6439773794162,20.87856630615014,1.0
4.0,102.75,41.75149697915034,1.75,111.88996839662542,17.007574019219177,0.0
2.0,103.0,0.0,1.5,18.0,18.0,0.0
2.0,121.5,0.5,1.5,47.01063709417264,47.01063709417264,0.0
2.0,160.0,0.0,1.5,18.027756377319946,18.027756377319946,0.0
2.0,99.5,0.5,1.5,172.00290695217916,172.00290695217916,1.0
19.0,134.89473684210526,43.259187934128185,2.4210526315789473,476.65047782411125,72.93457903570989,1.0
3.0,156.33333333333334,122.0937708848772,1.6666666666666667,249.48957340578,125.12549520044325,0.0
4.0,60.25,0.82915619758885,1.75,56.369164940402754,23.047630288891664,0.0
2.0,250.5,0.5,1.5,19.0,19.0,0.0
2.0,188.5,0.5,1.5,62.00806399170998,62.00806399170998,0.0
3.0,150.33333333333334,0.4714045207910317,1.6666666666666667,27.341563785434953,14.00416601582837,0.0
2.0,149.5,0.5,1.5,120.00416659433121,120.00416659433121,0.0
24.0,113.08333333333333,20.870466906346127,2.5,594.4591547176644,45.633577836525944,1.0
4.0,190.25,0.4330127018922193,1.75,67.48566869013435,28.41884279515465,0.0
2.0,247.5,0.5,1.5,22.0,22.0,0.0
10.0,157.1,93.8929709829229,2.1,346.8675930896379,41.277403503953984,0.0
2.0,270.0,0.0,1.5,20.0,20.0,0.0
2.0,83.5,71.5,1.5,298.4845054605012,286.920319247761,0.0
6.0,95.16666666666667,0.8975274678557508,2.1666666666666665,181.09719930078464,54.71508774769389,0.0
6.0,118.33333333333333,47.21463991414339,2.6666666666666665,102.6578279786928,51.98002704605542,0.0
4.0,210.25,102.91349522778827,1.75,193.7879871857823,100.67769777219974,0.0
2.0,267.0,0.0,1.5,10.04987562112089,10.04987562112089,0.0
4.0,91.25,2.7726341266023544,2.75,45.78828502497026,23.272211259110417,0.0
1.0,125.0,0.0,1.0,83.00602387778854,83.00602387778854,0.0
4.0,88.25,22.252808811473667,1.75,75.7853480014108,17.5,0.0
5.0,89.8,5.979966555090421,2.0,143.66480279982898,64.41268851066009,0.0
1.0,220.0,0.0,2.0,256.9065978132909,256.9065978132909,0.0
6.0,114.66666666666667,21.507104769251384,2.1666666666666665,141.800497067002,23.45215538734647,0.0
3.0,147.33333333333334,4.714045207910316,2.0,11.007239606223346,5.87349978393777,0.0
1.0,176.0,0.0,1.0,24.020824298928627,24.020824298928627,0.0
5.0,123.6,45.670997361564154,2.0,271.1587676853525,137.59739464203182,0.0
4.0,83.75,17.181021506301654,2.5,28.857725970980994,14.716477723463422,0.0
4.0,178.5,20.254629100529094,1.75,113.64551560153974,40.36763730251754,0.0
12.0,74.41666666666667,16.367948015014655,2.3333333333333335,141.10415541670287,34.07638611134624,1.0
1.0,195.0,0.0,1.0,41.012193308819754,41.012193308819754,0.0
5.0,141.0,11.027239001672177,2.0,115.53181506717537,55.495028009170866,0.0
