Number of Nodes,Brushfire mean,NNs mean,Mean distance,Mean minimun distance,Class
6.0,37.666666666666664,2.0,132.6726552577658,80.99129011233232,0.0
20.0,48.35,1.95,175.93590167723386,34.17604275089533,0.0
10.0,33.3,1.8,97.92256405928589,21.1959129376343,0.0
6.0,44.5,1.8333333333333333,104.99686169641811,41.32891269572803,0.0
7.0,31.571428571428573,1.7142857142857142,137.07060419463483,44.87892846097623,0.0
6.0,29.833333333333332,1.8333333333333333,84.97335687941913,33.49736241074134,0.0
