Number of Nodes,Brushfire mean,NNs mean,Mean distance,Mean minimun distance,Class
11.0,42.45454545454545,1.9090909090909092,110.38793239156716,21.677907609489203,0.0
45.0,61.6,2.4444444444444446,155.44544809353042,8.73704806726618,0.0
21.0,41.04761904761905,2.238095238095238,69.56678680747657,10.412525366213478,0.0
14.0,57.142857142857146,2.2142857142857144,72.20904764179694,11.91465155305834,0.0
18.0,59.166666666666664,2.4444444444444446,78.24490712314775,12.071232946653002,0.0
12.0,40.5,2.25,68.82789808003207,7.877349126159966,0.0
