Number of Nodes,Brushfire mean,NNs mean,Mean distance,Mean minimun distance,Class
12.0,75.83333333333333,2.4166666666666665,61.29368570526654,16.687002980084745,0.0
22.0,33.04545454545455,2.3636363636363638,68.47973814429058,7.052558001060574,0.0
16.0,64.625,2.1875,115.03330624492521,29.768745653831083,0.0
5.0,22.6,1.8,61.01553216743207,16.02148557338828,0.0
12.0,49.083333333333336,2.0833333333333335,58.88311989969796,8.60884795834029,0.0
